fasta_id,best_hit_id
sp|A2A935|PRD16_MOUSE,6QNX_C
sp|A2AAY5|SPD2B_MOUSE,2DYB_B
sp|A2AD83|FRMD7_MOUSE,6D21_A
sp|A2ADY9|DDI2_MOUSE,5KES_A
sp|A2AJI0|MA7D1_MOUSE,6UZ7_1
sp|A2AJK6|CHD7_MOUSE,7TN2_W
sp|A2AKX3|SETX_MOUSE,6I59_A
sp|A2AN08|UBR4_MOUSE,5VMD_C
sp|A2APB8|TPX2_MOUSE,6BJC_P
sp|A2ASQ1|AGRIN_MOUSE,3QCW_A
sp|A2BDX3|MOCS3_MOUSE,6YUB_A
sp|A3KGS3|RGPA2_MOUSE,7DL2_A
sp|A4Q9E8|TTLL6_MOUSE,6VZU_D
sp|A4Q9F4|TTL11_MOUSE,4YLS_A
sp|A6H5X4|PHF11_MOUSE,4NN2_B
sp|A6H5Y3|METH_MOUSE,4CCZ_A
sp|A6X942|SH24B_MOUSE,6BK5_A
sp|A7XV04|SKIT7_MOUSE,4F9L_B
sp|A8VU90|ANKL1_MOUSE,7PTX_A
sp|B1ARD8|SLFN8_MOUSE,7PPJ_A
sp|B1AXD8|AKIR2_MOUSE,7NHT_d
sp|B2KG20|KLRI1_MOUSE,6C5V_C
sp|B2RQC2|UBP42_MOUSE,6TBM_Q
sp|B2RQE8|RHG42_MOUSE,5C5B_A
sp|B2RS91|RRN3_MOUSE,7OBA_O
sp|B2RUP2|UN13D_MOUSE,7T7C_H
sp|B9EJ80|PDZD8_MOUSE,7F6J_C
sp|B9EJI9|T229A_MOUSE,7JHY_i
sp|B9EKR1|PTPRZ_MOUSE,6J6U_A
sp|D2J0Y4|CJ090_MOUSE,7EGG_D
sp|D3YWP0|EFMT3_MOUSE,4QPN_A
sp|D3YX43|VSI10_MOUSE,3QS7_F
sp|D3YZV8|CCDC8_MOUSE,5B52_B
sp|D3Z690|IZUM4_MOUSE,5JK9_D
sp|D3Z7P3|GLSK_MOUSE,5WJ6_B
sp|E5FYH1|TOPZ1_MOUSE,6YXY_Ao
sp|E9PV24|FIBA_MOUSE,3GHG_J
sp|E9PXV9|OBOX2_MOUSE,4GFB_A
sp|E9PYH6|SET1A_MOUSE,6VEN_N
sp|E9Q0C6|K1210_MOUSE,6J4Z_W
sp|E9Q309|CE350_MOUSE,6ZNL_Z
sp|E9Q6D6|ZN277_MOUSE,6LSR_0
sp|E9Q7X6|HEG1_MOUSE,5B4X_B
sp|E9Q8D0|DJC21_MOUSE,5DJE_B
sp|E9Q8G5|ZFOI1_MOUSE,6QNX_C
sp|E9Q9H8|T4S19_MOUSE,6VJA_D
sp|F2YMG0|PRS56_MOUSE,2B9L_A
sp|F6QRE9|ERIC3_MOUSE,3H5A_C
sp|F6YCR7|RHX13_MOUSE,2H8R_A
sp|F7BWT7|TSN15_MOUSE,6WVG_B
sp|F8VPZ5|ERCC6_MOUSE,7OO3_b
sp|G3X8U3|QNG1_MOUSE,6MSP_A
sp|G3X9P6|OBOX5_MOUSE,6T90_K
sp|G5E8I7|U17LC_MOUSE,6TBM_Q
sp|J3QMI4|CAHM3_MOUSE,7DSD_B
sp|K7N6K2|TR34B_MOUSE,4CFG_B
sp|O08581|KCNK1_MOUSE,7SK1_B
sp|O08709|PRDX6_MOUSE,3TB2_D
sp|O08742|GPV_MOUSE,4G8A_B
sp|O08760|OGG1_MOUSE,2XHI_A
sp|O08788|DCTN1_MOUSE,6ZNL_Z
sp|O08800|SPB8_MOUSE,1JMO_A
sp|O08934|UNC4_MOUSE,6YOV_K
sp|O08967|CYH3_MOUSE,6U3G_A
sp|O08969|PHLA2_MOUSE,4Y93_A
sp|O09126|SEM4D_MOUSE,3OL2_A
sp|O09158|CP3AP_MOUSE,5VCC_A
sp|O35071|KIF1C_MOUSE,5MM7_K
sp|O35098|DPYL4_MOUSE,4B90_A
sp|O35118|GFRA3_MOUSE,6Q2S_D
sp|O35143|ATIF1_MOUSE,1GMJ_D
sp|O35188|X3CL1_MOUSE,4XT1_B
sp|O35228|IL27B_MOUSE,6O4P_A
sp|O35290|ECP3_MOUSE,5E13_A
sp|O35343|IMA3_MOUSE,7LFC_A
sp|O35417|PDYN_MOUSE,3D0W_D
sp|O35427|RPC9_MOUSE,7D58_D
sp|O35448|PPT2_MOUSE,1PJA_A
sp|O35536|TFPI2_MOUSE,7V1N_K
sp|O35613|DAXX_MOUSE,4H9N_C
sp|O35621|PMM1_MOUSE,2FUE_A
sp|O35625|AXIN1_MOUSE,3UTM_C
sp|O35646|CAN6_MOUSE,3BOW_A
sp|O35657|NEUR1_MOUSE,2SIL_A
sp|O35668|HAP1_MOUSE,6F1U_X
sp|O35691|PININ_MOUSE,7DVQ_V
sp|O35740|CITE2_MOUSE,1R8U_A
sp|O35857|TIM44_MOUSE,3QK9_B
sp|O35887|CALU_MOUSE,1IJ5_A
sp|O35963|RB33B_MOUSE,2G77_B
sp|O54784|DAPK3_MOUSE,4RGJ_A
sp|O54839|EOMES_MOUSE,5BQD_A
sp|O54901|OX2G_MOUSE,4BFI_B
sp|O54928|SOCS5_MOUSE,2N34_A
sp|O54929|WSB2_MOUSE,7K58_E
sp|O54942|CLD5_MOUSE,6OV2_A
sp|O54949|NLK_MOUSE,3N9X_A
sp|O55100|SNG1_MOUSE,6XBK_R
sp|O55134|PCD12_MOUSE,5SZP_A
sp|O55137|ACOT1_MOUSE,3HLK_B
sp|O55144|TLX3_MOUSE,6YOV_K
sp|O55203|LDB2_MOUSE,6TYD_V
sp|O70218|HMX1_MOUSE,6YOV_K
sp|O70283|WNT2B_MOUSE,7DRT_A
sp|O70361|PER3_MOUSE,6OF7_B
sp|O70480|VAMP4_MOUSE,4B93_A
sp|O70624|MYOC_MOUSE,5AMO_B
sp|O88312|AGR2_MOUSE,2LNT_A
sp|O88343|S4A4_MOUSE,6CAA_A
sp|O88396|GRPE2_MOUSE,4ANI_E
sp|O88410|CXCR3_MOUSE,5T1A_A
sp|O88452|STC2_MOUSE,5VRQ_A
sp|O88456|CPNS1_MOUSE,4IK8_A
sp|O88513|GEMI_MOUSE,2WVR_B
sp|O88544|CSN4_MOUSE,4D10_D
sp|O88573|AFF1_MOUSE,6R80_A
sp|O88597|BECN1_MOUSE,7BL1_EEE
sp|O88816|SNAT_MOUSE,1KUX_A
sp|O88834|SHD_MOUSE,7MYO_B
sp|O88904|HIPK1_MOUSE,7NCF_A
sp|O89103|C1QR1_MOUSE,3M0C_C
sp|O89109|KCNN4_MOUSE,6CNO_D
sp|P00755|K1KB1_MOUSE,4NFE_A
sp|P01101|FOS_MOUSE,1HJB_D
sp|P01132|EGF_MOUSE,4A0P_A
sp|P01590|IL2RA_MOUSE,6VWU_A
sp|P01652|KV5AK_MOUSE,4OJE_H
sp|P01670|KV3AI_MOUSE,4OJE_H
sp|P01726|LV1D_MOUSE,4OJD_H
sp|P01747|HVM03_MOUSE,5WTS_A
sp|P01759|HVM15_MOUSE,3N44_F
sp|P01787|HVM18_MOUSE,3N44_F
sp|P01852|TCB1_MOUSE,6JXR_n
sp|P01910|HA2K_MOUSE,2P24_A
sp|P02104|HBE_MOUSE,4MQJ_F
sp|P03888|NU1M_MOUSE,6NBY_A
sp|P04095|PR2C2_MOUSE,1F6F_A
sp|P04944|KV6AA_MOUSE,4OJE_H
sp|P05214|TBA3_MOUSE,7M2W_B
sp|P05531|XLR_MOUSE,4CPC_G
sp|P05532|KIT_MOUSE,1T45_A
sp|P05977|MYL1_MOUSE,6FSA_D
sp|P08043|ZFP2_MOUSE,6QNX_C
sp|P08399|PHXR5_MOUSE,5FWW_A
sp|P08752|GNAI2_MOUSE,6NE6_A
sp|P08920|CD2_MOUSE,1HNG_A
sp|P09024|HXB7_MOUSE,6T90_K
sp|P09535|IGF2_MOUSE,6TC2_I
sp|P0C090|RC3H2_MOUSE,4TXA_A
sp|P0C6A2|MAMD1_MOUSE,7C4J_I
sp|P0C6B7|IGSF6_MOUSE,7JOO_C
sp|P0C7M9|CLC2L_MOUSE,5T1D_C
sp|P0C7N9|PSMG4_MOUSE,5WTQ_D
sp|P0CAX8|TGAP1_MOUSE,4WPX_F
sp|P0CC03|ST6B1_MOUSE,5MEK_A
sp|P0CW70|D19L2_MOUSE,3VU0_B
sp|P0DJF3|TMM95_MOUSE,7EWR_A
sp|P0DP59|SLUR2_MOUSE,2N99_A
sp|P0DP99|STMP1_MOUSE,4C8S_B
sp|P10126|EF1A1_MOUSE,5LZZ_jj
sp|P10601|PAHO_MOUSE,1LJV_A
sp|P10889|CXCL2_MOUSE,2HDL_A
sp|P11438|LAMP1_MOUSE,5GV0_A
sp|P11928|OAS1A_MOUSE,1PX5_A
sp|P12367|KAP2_MOUSE,3J4Q_C
sp|P12656|TSHB_MOUSE,1QFW_B
sp|P12813|NR4A1_MOUSE,6FX0_A
sp|P12849|KAP1_MOUSE,4DIN_B
sp|P13439|UMPS_MOUSE,3G3D_B
sp|P13504|IL1R1_MOUSE,4GAF_B
sp|P14131|RS16_MOUSE,3J7A_M
sp|P15105|GLNA_MOUSE,7CPR_I
sp|P15375|MYF6_MOUSE,2LFH_A
sp|P16092|FGFR1_MOUSE,5A46_B
sp|P16277|BLK_MOUSE,2H8H_A
sp|P16331|PH4H_MOUSE,5FGJ_A
sp|P17156|HSP72_MOUSE,5FPN_A
sp|P17439|GBA1_MOUSE,2NSX_A
sp|P17515|CXL10_MOUSE,1O80_A
sp|P17710|HXK1_MOUSE,1QHA_A
sp|P17918|PCNA_MOUSE,5HAC_F
sp|P18419|SVS4_MOUSE,6NCL_a0
sp|P18525|HVM54_MOUSE,3N44_F
sp|P20067|ID1_MOUSE,2LFH_A
sp|P20108|PRDX3_MOUSE,5OVQ_L
sp|P21958|TAP1_MOUSE,5U1D_A
sp|P22366|MYD88_MOUSE,6I3N_H
sp|P22387|EDN1_MOUSE,1JLR_A
sp|P22858|PTHR_MOUSE,3FFD_P
sp|P23780|BGAL_MOUSE,3THD_D
sp|P23812|HXD12_MOUSE,6T90_K
sp|P24823|PPBN_MOUSE,3MK2_A
sp|P27512|TNR5_MOUSE,3U3S_A
sp|P28659|CELF1_MOUSE,7PY2_C
sp|P28661|SEPT4_MOUSE,2QAG_A
sp|P28663|SNAB_MOUSE,6AU8_A
sp|P28700|RXRA_MOUSE,3E00_A
sp|P28776|I23O1_MOUSE,6E43_A
sp|P28843|DPP4_MOUSE,4N8D_B
sp|P29319|EPHA3_MOUSE,3FL7_A
sp|P29352|PTN22_MOUSE,3PS5_A
sp|P29974|CNGA1_MOUSE,7RHS_A
sp|P31316|GSX2_MOUSE,6T90_K
sp|P31725|S10A9_MOUSE,6ZDY_A
sp|P32299|BKRB2_MOUSE,7F6I_A
sp|P32300|OPRD_MOUSE,4EJ4_A
sp|P32507|NECT2_MOUSE,3J8F_7
sp|P33435|MMP13_MOUSE,1GXD_A
sp|P34914|HYES_MOUSE,5AM2_A
sp|P35235|PTN11_MOUSE,3PS5_A
sp|P35460|LY6F_MOUSE,6OB0_G
sp|P35802|GPM6A_MOUSE,7MUY_DF
sp|P35846|FOLR1_MOUSE,5JKA_B
sp|P39098|MA1A2_MOUSE,1NXC_A
sp|P40338|VHL_MOUSE,4WQO_A
sp|P40749|SYT4_MOUSE,1DQV_A
sp|P41245|MMP9_MOUSE,1GXD_A
sp|P41588|VIPR2_MOUSE,6NBH_R
sp|P41971|ELK3_MOUSE,1HBX_H
sp|P42128|FOXK1_MOUSE,6FEC_w
sp|P42582|NKX25_MOUSE,6YOV_K
sp|P42703|LIFR_MOUSE,3L5H_A
sp|P42859|HD_MOUSE,6X9O_A
sp|P43021|NODAL_MOUSE,5FFO_D
sp|P43407|SDC2_MOUSE,6ITH_A
sp|P47964|RL36_MOUSE,6ZJ3_Lx
sp|P48030|TGFA_MOUSE,5E8D_A
sp|P48379|RFX2_MOUSE,1DP7_P
sp|P48455|PP2BC_MOUSE,4OR9_A
sp|P48744|NDP_MOUSE,5CL1_A
sp|P48772|COX8B_MOUSE,2Y69_Z
sp|P48985|ATOH1_MOUSE,4AYA_B
sp|P49710|HCLS1_MOUSE,2H8H_A
sp|P49766|VEGFB_MOUSE,2VWE_A
sp|P50153|GBG4_MOUSE,7RYC_D
sp|P50283|CD7_MOUSE,5OR7_C
sp|P50462|CSRP3_MOUSE,2JTN_A
sp|P50592|TNF10_MOUSE,1DG6_A
sp|P50708|DFA10_MOUSE,3QTE_B
sp|P51125|ICAL_MOUSE,3BOW_C
sp|P51163|HEM4_MOUSE,1JR2_A
sp|P51436|DRD4_MOUSE,5WIV_A
sp|P51491|OPSB_MOUSE,5W0P_C
sp|P51667|MLRV_MOUSE,5T9R_G
sp|P51954|NEK1_MOUSE,4B9D_B
sp|P52019|ERG1_MOUSE,6C6R_A
sp|P52194|CLGN_MOUSE,1JHN_A
sp|P52480|KPYM_MOUSE,6DU6_C
sp|P52624|UPP1_MOUSE,3EUF_B
sp|P52825|CPT2_MOUSE,2DEB_A
sp|P53690|MMP14_MOUSE,1GXD_A
sp|P53798|FDFT_MOUSE,3VJ9_A
sp|P53986|MOT1_MOUSE,7CKO_A
sp|P54099|DPOG1_MOUSE,3IKM_D
sp|P55014|S12A1_MOUSE,7D10_A
sp|P55772|ENTP1_MOUSE,3ZX3_B
sp|P56567|CYTA_MOUSE,6QB2_A
sp|P56726|SMO_MOUSE,6XBM_R
sp|P57096|PSCA_MOUSE,6OB0_G
sp|P57757|CTNS_MOUSE,5XPD_A
sp|P57785|LFTY2_MOUSE,5FFO_D
sp|P57791|FACE2_MOUSE,6U0O_A
sp|P58022|LOXL2_MOUSE,5ZE3_B
sp|P58750|PIM3_MOUSE,5TUR_A
sp|P58774|TPM2_MOUSE,2B9C_B
sp|P58929|GMEB2_MOUSE,1OQJ_B
sp|P59270|B3GA2_MOUSE,3CU0_A
sp|P59913|PCMD1_MOUSE,1I1N_A
sp|P59999|ARPC4_MOUSE,6W17_F
sp|P60154|RNAS9_MOUSE,1H1H_A
sp|P60191|RIMS4_MOUSE,7T7C_H
sp|P60324|NANO3_MOUSE,3ALR_C
sp|P61027|RAB10_MOUSE,7LHW_A
sp|P61166|TM258_MOUSE,6S7T_C
sp|P61750|ARF4_MOUSE,5CK3_B
sp|P61924|COPZ1_MOUSE,5NZV_S
sp|P62257|UBE2H_MOUSE,6ZHU_H
sp|P62307|RUXF_MOUSE,4F7U_I
sp|P62317|SMD2_MOUSE,6V4X_D
sp|P62737|ACTA_MOUSE,6HTS_H
sp|P62806|H4_MOUSE,2L5A_A
sp|P63001|RAC1_MOUSE,2WKQ_A
sp|P63011|RAB3A_MOUSE,6Y7G_B
sp|P63040|CPLX1_MOUSE,3RK3_E
sp|P67778|PHB1_MOUSE,7VHQ_I
sp|P68500|CNTN5_MOUSE,5E4I_A
sp|P70196|TRAF6_MOUSE,3HCS_A
sp|P70255|NFIC_MOUSE,6ROH_A
sp|P70269|CATE_MOUSE,4AMT_A
sp|P70298|CUX2_MOUSE,2D5V_A
sp|P70318|TIAR_MOUSE,6N7R_F
sp|P70326|TBX5_MOUSE,5BQD_A
sp|P70375|FA7_MOUSE,4BXW_B
sp|P70390|SHOX2_MOUSE,6T90_K
sp|P70429|EVL_MOUSE,1QC6_B
sp|P70458|IPSP_MOUSE,2WXY_C
sp|P70459|ERF_MOUSE,7JSL_L
sp|P79457|UTY_MOUSE,6FUL_A
sp|P82347|SGCD_MOUSE,3VMA_A
sp|P84444|CC21A_MOUSE,2L4N_A
sp|P97297|ADML_MOUSE,2L7S_A
sp|P97302|BACH1_MOUSE,2KZ5_A
sp|P97311|MCM6_MOUSE,7PLO_6
sp|P97361|BPIA1_MOUSE,4KGO_B
sp|P97378|I12R2_MOUSE,3L5H_A
sp|P97411|ICA69_MOUSE,4DCN_D
sp|P97457|MYL11_MOUSE,5T9R_G
sp|P97822|AN32E_MOUSE,6XZQ_G
sp|P97868|RBBP6_MOUSE,6I1D_B
sp|P97872|FMO5_MOUSE,6SEK_B
sp|P97873|LOXL1_MOUSE,5ZE3_B
sp|P97929|BRCA2_MOUSE,1IYJ_D
sp|P98203|ARVC_MOUSE,3L6X_A
sp|Q00422|GABPA_MOUSE,3WTZ_A
sp|Q00898|A1AT5_MOUSE,1JMO_A
sp|Q02496|MUC1_MOUSE,6BSB_B
sp|Q03173|ENAH_MOUSE,1I2H_A
sp|Q03958|PFD6_MOUSE,3AEI_B
sp|Q04683|CXCR5_MOUSE,5T1A_A
sp|Q04841|3MG_MOUSE,1F6O_A
sp|Q04859|MAK_MOUSE,3N9X_A
sp|Q05117|PPA5_MOUSE,5UQ6_A
sp|Q05421|CP2E1_MOUSE,3T3Z_B
sp|Q06219|NR4A2_MOUSE,6FX0_A
sp|Q07133|H1T_MOUSE,7K63_U
sp|Q07916|PO6F1_MOUSE,6T90_K
sp|Q08048|HGF_MOUSE,7MO7_A
sp|Q09M02|CBPC5_MOUSE,4A39_B
sp|Q0P5Y3|TPPP2_MOUSE,2JRF_A
sp|Q0VBB0|PRLD2_MOUSE,5JQM_C
sp|Q0VF22|CC138_MOUSE,7DL2_D
sp|Q0VG85|CC162_MOUSE,7DL2_D
sp|Q11011|PSA_MOUSE,4WZ9_B
sp|Q149S1|TEKT4_MOUSE,7RRO_F2
sp|Q14A28|PROK1_MOUSE,1IMT_A
sp|Q14AE4|WFDC3_MOUSE,1ZLG_A
sp|Q14B48|ITPI1_MOUSE,7VOP_f
sp|Q14BQ3|CT55_MOUSE,6YWE_V
sp|Q1W617|SHRM4_MOUSE,5F5P_B
sp|Q2MH31|SMIP6_MOUSE,2XOY_B
sp|Q2TL60|ZN667_MOUSE,6QNX_C
sp|Q2VLH6|C163A_MOUSE,5ZE3_B
sp|Q32M07|KAD8_MOUSE,3L0S_C
sp|Q33DR2|DPS1_MOUSE,4NUA_A
sp|Q3KNI6|DAAF6_MOUSE,6GXZ_D
sp|Q3KQJ0|TMM69_MOUSE,7DDQ_X
sp|Q3LHH8|ESP1_MOUSE,2LMK_A
sp|Q3TDK6|ROGDI_MOUSE,5XQI_B
sp|Q3TEI4|CO039_MOUSE,6IGM_H
sp|Q3TL44|NLRX1_MOUSE,7CRW_A
sp|Q3TPJ7|MIDN_MOUSE,2AL3_A
sp|Q3TVI8|PBIP1_MOUSE,7DL2_D
sp|Q3TWN3|CNNM2_MOUSE,6N7E_D
sp|Q3TXS7|PSMD1_MOUSE,6EPE_N
sp|Q3TXX4|VGLU1_MOUSE,6V4D_A
sp|Q3TYP4|TM278_MOUSE,4KI0_F
sp|Q3U0V1|FUBP2_MOUSE,3N89_B
sp|Q3U381|ZN692_MOUSE,6QNX_C
sp|Q3U481|MFS12_MOUSE,7N98_A
sp|Q3U7U3|FBX7_MOUSE,4L9H_A
sp|Q3UE31|K0930_MOUSE,2W9R_A
sp|Q3UEB3|PUF60_MOUSE,7DVQ_4
sp|Q3UFB2|BCD1_MOUSE,6NZ2_A
sp|Q3UFY4|RSH3A_MOUSE,7JTK_F
sp|Q3UGY8|BIG3_MOUSE,5HAS_B
sp|Q3UHF3|MIER3_MOUSE,7AOA_A
sp|Q3UHG7|DEN11_MOUSE,3TW8_C
sp|Q3UHX9|SPOUT_MOUSE,4RG1_B
sp|Q3UHZ5|LMOD2_MOUSE,5WFN_D
sp|Q3UIW5|RNF10_MOUSE,6ID1_q
sp|Q3UIW8|RN224_MOUSE,6H3A_F
sp|Q3ULM0|CC106_MOUSE,3MUD_A
sp|Q3UPY5|GLBL2_MOUSE,3THD_D
sp|Q3UQS8|RBM20_MOUSE,6SO9_A
sp|Q3UR32|P2RX3_MOUSE,6U9W_C
sp|Q3URS2|ZSC4F_MOUSE,6QNX_C
sp|Q3URU2|PEG3_MOUSE,6QNX_C
sp|Q3UT54|OBOX3_MOUSE,6T90_K
sp|Q3UTS8|ISK13_MOUSE,1HDL_A
sp|Q3UVD5|LGR6_MOUSE,4KNG_B
sp|Q3UW12|CNGA4_MOUSE,7RHS_A
sp|Q3UYV8|DAAF3_MOUSE,2HWW_B
sp|Q3UZ09|C1RL_MOUSE,1MD8_A
sp|Q3UZP0|MALD2_MOUSE,7OKY_M
sp|Q3UZZ4|OLFM4_MOUSE,5AMO_B
sp|Q3V036|CCD27_MOUSE,7DL2_D
sp|Q3V096|ANR42_MOUSE,6PW5_D
sp|Q3V0A6|CB078_MOUSE,3V97_B
sp|Q3V1D3|AMPD1_MOUSE,2A3L_A
sp|Q3V1L6|MTMRB_MOUSE,1LW3_A
sp|Q3V2A7|QRIC2_MOUSE,7NRC_A
sp|Q3V2D2|CE046_MOUSE,1QJS_A
sp|Q3V2J0|CBAR2_MOUSE,4FZS_A
sp|Q3V3I2|GNAT3_MOUSE,6NE6_A
sp|Q3V4B5|COMD6_MOUSE,6BP6_B
sp|Q3ZK22|VEZA_MOUSE,7D10_A
sp|Q497J1|TM86B_MOUSE,6R4O_A
sp|Q499E0|BRNP3_MOUSE,7NYD_G
sp|Q499E5|STOX2_MOUSE,6Q6H_N
sp|Q4FZG8|OOSP2_MOUSE,5OSQ_A
sp|Q4KL14|TPC3L_MOUSE,7B6D_G
sp|Q4QRL3|CC88B_MOUSE,6B9H_A
sp|Q4VA55|PWP3B_MOUSE,3PMI_D
sp|Q4VA61|DSCL1_MOUSE,3DMK_A
sp|Q4VBE8|WDR18_MOUSE,6YLH_w
sp|Q501J2|ANKMT_MOUSE,3QOW_A
sp|Q50H32|GRCR1_MOUSE,2JAD_A
sp|Q5DTY9|KCD16_MOUSE,6QB7_E
sp|Q5DTZ6|RN150_MOUSE,3ICU_A
sp|Q5FWH3|GRHL3_MOUSE,5MR7_B
sp|Q5GH68|XKR2_MOUSE,7DCE_X
sp|Q5H8A1|NMS_MOUSE,7NCR_A
sp|Q5ISE2|Z36L3_MOUSE,4TXA_A
sp|Q5IXF8|GLP2R_MOUSE,7D68_R
sp|Q5MPP0|FA2H_MOUSE,4ZR0_B
sp|Q5NBU5|FBX39_MOUSE,4I6J_B
sp|Q5PT54|NTCP5_MOUSE,6LGV_A
sp|Q5QD07|TAA8A_MOUSE,5ZTY_A
sp|Q5QD08|TAA7F_MOUSE,5ZKP_A
sp|Q5SGK3|AOXB_MOUSE,3ZYV_B
sp|Q5SSE9|ABCAD_MOUSE,7E7I_A
sp|Q5SWK7|RN145_MOUSE,5V6P_B
sp|Q5SWP3|NACAD_MOUSE,7QWR_t
sp|Q5SWY8|SC5AA_MOUSE,7VSI_A
sp|Q5SYH2|VMA12_MOUSE,7NRC_A
sp|Q5U901|CBPA6_MOUSE,1KWM_B
sp|Q5XG69|F169A_MOUSE,6G96_A
sp|Q5XJV7|SETD5_MOUSE,6PX3_S
sp|Q60634|FLOT2_MOUSE,4V60_I
sp|Q60673|PTPRN_MOUSE,2I1Y_B
sp|Q60718|ADAM2_MOUSE,5Y31_C
sp|Q60737|CSK21_MOUSE,6TLS_A
sp|Q60754|MARCO_MOUSE,3HR2_A
sp|Q60756|TCF15_MOUSE,4AYA_B
sp|Q60821|ZBT17_MOUSE,6QNX_C
sp|Q60837|I12R1_MOUSE,3L5H_A
sp|Q60847|COCA1_MOUSE,4CN9_B
sp|Q60855|RIPK1_MOUSE,4NEU_A
sp|Q60865|CAPR1_MOUSE,5J97_A
sp|Q60925|DBP_MOUSE,4U5T_B
sp|Q60949|TBCD1_MOUSE,3QYE_B
sp|Q60974|NCOR1_MOUSE,5LHH_B
sp|Q60988|STIL_MOUSE,5OI9_A
sp|Q60992|VAV2_MOUSE,6NF1_A
sp|Q61016|GBG7_MOUSE,7RYC_D
sp|Q61033|LAP2A_MOUSE,1GJJ_A
sp|Q61035|HARS1_MOUSE,4PHC_A
sp|Q61091|FZD8_MOUSE,5V56_A
sp|Q61103|REQU_MOUSE,6LTH_R
sp|Q61129|CFAI_MOUSE,2XRC_C
sp|Q61199|NXPH2_MOUSE,6PNQ_B
sp|Q61214|DYR1A_MOUSE,6S1H_A
sp|Q61221|HIF1A_MOUSE,5SY7_B
sp|Q61268|APOC4_MOUSE,1QF8_A
sp|Q61414|K1C15_MOUSE,3TNU_A
sp|Q61420|S35A1_MOUSE,6XBO_A
sp|Q61467|ZIC4_MOUSE,6QNX_C
sp|Q61470|CD37_MOUSE,6WVG_B
sp|Q61476|DAF2_MOUSE,3IYP_F
sp|Q61495|DSG1A_MOUSE,1Q5C_B
sp|Q61502|E2F5_MOUSE,5TUU_B
sp|Q61508|ECM1_MOUSE,4ZBQ_A
sp|Q61575|FOXN1_MOUSE,6FEC_w
sp|Q61603|GLRA4_MOUSE,7KUY_E
sp|Q61627|GRID1_MOUSE,6KSP_A
sp|Q61663|TLX2_MOUSE,6T90_K
sp|Q61790|LAG3_MOUSE,4LIQ_E
sp|Q61806|XL3C_MOUSE,6DD8_A
sp|Q61820|RANT_MOUSE,4HAT_A
sp|Q61824|ADA12_MOUSE,3G5C_A
sp|Q61885|MOG_MOUSE,7MYZ_D
sp|Q61897|KT33B_MOUSE,3TNU_A
sp|Q61909|MTG8_MOUSE,2KNH_A
sp|Q62036|CP131_MOUSE,7DL2_D
sp|Q62147|SSPN_MOUSE,6VJA_D
sp|Q62177|SEM3B_MOUSE,7M0R_D
sp|Q62179|SEM4B_MOUSE,3OL2_A
sp|Q62255|SALL3_MOUSE,6QNX_C
sp|Q62314|TGON2_MOUSE,6M0S_C
sp|Q62407|SPEG_MOUSE,3B43_A
sp|Q62421|SH3G3_MOUSE,6UPN_m
sp|Q63805|A1AG3_MOUSE,3APX_A
sp|Q63ZW7|INADL_MOUSE,2XKX_B
sp|Q64012|RALY_MOUSE,7DVQ_4
sp|Q64124|SCX_MOUSE,2LFH_A
sp|Q64213|SF01_MOUSE,2M0G_A
sp|Q64291|K1C12_MOUSE,3TNU_A
sp|Q64339|ISG15_MOUSE,6OAT_B
sp|Q64374|RGN_MOUSE,4GNA_B
sp|Q64525|H2B2B_MOUSE,7D69_D
sp|Q64733|FOXB2_MOUSE,6FEC_w
sp|Q66L44|CBARP_MOUSE,2J5L_A
sp|Q66PY1|SCUB3_MOUSE,6SCJ_A
sp|Q672J9|NOX3_MOUSE,7D3F_C
sp|Q68FD9|K1549_MOUSE,7NXD_A
sp|Q69ZC8|GPAM1_MOUSE,6TED_Z
sp|Q69ZQ1|MYORG_MOUSE,5JOV_A
sp|Q69ZR2|HECD1_MOUSE,7MOP_A
sp|Q6A037|N4BP1_MOUSE,6Q3V_A
sp|Q6A068|CDC5L_MOUSE,6ID1_L
sp|Q6DFW5|AT11B_MOUSE,7KYA_A
sp|Q6DIA9|FBX27_MOUSE,3WSO_A
sp|Q6DID3|SCAF8_MOUSE,5MDT_A
sp|Q6DID7|WLS_MOUSE,7DRT_B
sp|Q6GQX6|ANKS6_MOUSE,4OAV_B
sp|Q6IE21|OTU6A_MOUSE,6W9O_A
sp|Q6IR41|C1QT6_MOUSE,1WCK_A
sp|Q6NS82|RETR2_MOUSE,7FDJ_C
sp|Q6NSQ7|LTV1_MOUSE,6G18_t
sp|Q6NWW9|FND3B_MOUSE,2V5Y_A
sp|Q6NZA9|TAF9B_MOUSE,7KTR_E
sp|Q6NZR5|SKI2_MOUSE,7QDZ_A
sp|Q6P1H6|ANKL2_MOUSE,5VKQ_C
sp|Q6P1Y8|INP4B_MOUSE,6PCV_A
sp|Q6P3Y5|Z280C_MOUSE,6QNX_C
sp|Q6P5D8|SMHD1_MOUSE,6MW7_D
sp|Q6P5E4|UGGG1_MOUSE,5NV4_A
sp|Q6P5F9|XPO1_MOUSE,3GJX_D
sp|Q6P7W5|SEN2_MOUSE,5X89_A
sp|Q6P8H8|ALG8_MOUSE,6SNI_X
sp|Q6P8M1|TATD1_MOUSE,3E2V_A
sp|Q6P9L6|KIF15_MOUSE,5MM7_K
sp|Q6PAN7|PRR18_MOUSE,6PX3_S
