query_id,best_hit,best_evalue,best_score,score_mean,score_std,score_gmean
sp|P32043|HXC5_MOUSE,6T90_K,2.9e-06,79.1,58.39,8.29,57.84
sp|P32067|LA_MOUSE,7LMB_H,1.1e-27,227.28,94.93,38.38,88.68
sp|P32114|PAX2_MOUSE,6YOV_K,3.2e-10,112.3,90.88,13.09,89.96
sp|P32299|BKRB2_MOUSE,7F6I_A,2.8e-38,263.73,172.48,28.46,169.49
sp|P32300|OPRD_MOUSE,4EJ4_A,1e-43,280.8,210.73,39.61,205.44
sp|P32442|MEOX1_MOUSE,6T90_K,1.6e-06,82.01,62.88,7.75,62.45
sp|P32507|NECT2_MOUSE,3J8F_7,2e-26,184.1,74.71,12.48,73.89
sp|P32883|RASK_MOUSE,3REG_A,4.1e-26,146.26,117.25,12.20,116.59
sp|P32972|TNFL8_MOUSE,5BNQ_A,3.2e-08,70.85,64.89,3.44,64.80
sp|P33033|MC3R_MOUSE,7F4F_R,6.7e-28,206.97,155.42,23.04,153.13
sp|P33215|NEDD1_MOUSE,7K58_E,4.1e-19,164.81,127.99,10.28,127.59
sp|P33435|MMP13_MOUSE,1GXD_A,3.6e-67,488.62,144.95,92.42,126.71
sp|P33534|OPRK_MOUSE,4DJH_B,4.6e-46,293.77,220.07,38.08,215.47
sp|P33587|PROC_MOUSE,4BXW_B,4.7e-55,358.95,166.59,65.64,151.16
sp|P33609|DPOLA_MOUSE,5EXR_C,2.6e-185,1520.88,540.73,292.10,457.15
sp|P34152|FAK1_MOUSE,6TY4_A,1.2e-82,615.43,233.09,34.09,231.33
sp|P34902|IL2RG_MOUSE,5M5E_C,3e-16,110.13,76.47,14.61,75.12
sp|P34914|HYES_MOUSE,5AM2_A,6.9e-55,358.03,128.81,27.10,126.63
sp|P34927|ASGR1_MOUSE,6INN_A,6e-16,132.58,88.35,12.27,87.60
sp|P34968|5HT2C_MOUSE,6BQH_A,7.8e-41,273.0,201.15,36.84,196.65
sp|P34986|OR6B9_MOUSE,7JOZ_R,1.3e-22,168.12,133.64,17.04,132.30
sp|P35173|CYT3_MOUSE,6QB2_A,1.1e-18,119.84,75.11,18.17,73.30
sp|P35235|PTN11_MOUSE,3PS5_A,5e-87,599.03,151.20,109.04,119.23
sp|P35279|RAB6A_MOUSE,4DKX_B,4.5e-35,190.92,127.32,13.42,126.60
sp|P35330|ICAM2_MOUSE,4OI9_A,4.7e-09,75.16,64.63,5.18,64.43
sp|P35347|CRFR1_MOUSE,5YQZ_R,8.4e-59,444.16,160.46,112.86,126.42
sp|P35412|GPR12_MOUSE,5ZTY_A,3.7e-24,176.05,140.74,17.81,139.40
sp|P35419|PERT_MOUSE,5MFA_A,3.9e-112,866.9,550.50,188.49,494.57
sp|P35438|NMDZ1_MOUSE,6WHV_A,1.4e-112,839.68,152.76,121.23,126.73
sp|P35455|NEU2_MOUSE,2LBH_B,2.3e-29,177.98,170.56,4.42,170.50
sp|P35460|LY6F_MOUSE,6OB0_G,1.5e-07,64.71,55.59,6.63,55.21
sp|P35486|ODPA_MOUSE,3EXE_A,7.9e-60,403.21,166.67,86.41,148.80
sp|P35569|IRS1_MOUSE,1QQG_B,1.4e-27,209.83,118.97,45.05,111.55
sp|P35584|FOXA3_MOUSE,6FEC_w,1.5e-42,331.09,147.75,51.23,142.27
sp|P35601|RFC1_MOUSE,7TIB_A,5.9e-103,852.33,96.33,63.03,91.51
sp|P35700|PRDX1_MOUSE,3TB2_D,1.3e-33,200.89,86.00,33.70,80.58
sp|P35710|SOX5_MOUSE,6LTJ_Q,4.7e-06,83.92,59.27,8.01,58.81
sp|P35802|GPM6A_MOUSE,7MUY_DF,110.0,28.75,nan,nan,nan
sp|P35846|FOLR1_MOUSE,5JKA_B,7.2e-64,412.12,333.67,95.49,313.97
sp|P35922|FMR1_MOUSE,4OVA_D,5e-48,331.01,152.19,104.09,124.42
sp|P35991|BTK_MOUSE,4XI2_A,2.4e-83,540.55,208.14,35.71,205.91
sp|P36368|EGFB2_MOUSE,1AO5_A,7.7e-43,232.72,155.71,47.74,146.27
sp|P36371|TAP2_MOUSE,5U1D_B,8e-127,916.14,198.81,108.78,175.87
sp|P36536|SAR1A_MOUSE,1F6B_A,1.7e-29,156.42,89.38,10.89,88.74
sp|P36898|BMR1B_MOUSE,3MDY_C,8.4e-55,330.02,165.66,19.40,164.70
sp|P37040|NCPR_MOUSE,4YAL_B,4e-103,734.66,168.35,187.98,118.14
sp|P37172|ACVR1_MOUSE,6SRH_A,1.3e-46,275.02,164.76,18.43,163.86
sp|P37217|CD69_MOUSE,5T1D_C,2.1e-14,99.75,62.81,8.98,62.22
sp|P37238|PPARG_MOUSE,3E00_D,3.7e-75,482.01,115.94,63.38,104.40
sp|P38640|UF02_MOUSE,4CAY_C,8.4,15.68,nan,nan,nan
sp|P38643|UF05_MOUSE,6BB8_A,240.0,16.92,nan,nan,nan
sp|P39098|MA1A2_MOUSE,1NXC_A,2.7e-109,774.3,664.01,58.85,661.41
sp|P39429|TRAF2_MOUSE,1FLL_B,7e-28,185.97,104.26,32.51,99.24
sp|P39689|CDN1A_MOUSE,7B5R_P,1.1e-16,127.75,115.99,8.31,115.69
sp|P40201|CHD1_MOUSE,7NKX_W,5.7e-182,1564.83,204.71,175.82,170.73
sp|P40226|TPO_MOUSE,1V7N_Z,1.6e-22,167.54,159.08,8.39,158.86
sp|P40237|CD82_MOUSE,6WVG_B,1.7e-26,194.61,133.27,61.07,116.97
sp|P40338|VHL_MOUSE,4WQO_A,4.9e-40,265.32,199.57,33.50,197.10
sp|P40645|SOX6_MOUSE,6LTJ_Q,2.7e-05,79.35,55.22,3.16,55.14
sp|P40749|SYT4_MOUSE,1DQV_A,6.6e-26,168.03,77.08,29.86,72.86
sp|P41133|ID3_MOUSE,2LFH_A,1.6e-08,64.29,61.42,2.03,61.38
sp|P41163|ETV2_MOUSE,1HBX_H,5.3e-19,138.05,110.40,12.04,109.79
sp|P41216|ACSL1_MOUSE,5MSQ_A,5.3e-51,401.16,248.76,45.57,244.43
sp|P41233|ABCA1_MOUSE,7E7I_A,0.0,4412.72,254.41,372.25,222.42
sp|P41234|ABCA2_MOUSE,7E7I_A,7.4e-232,2139.83,237.22,171.31,222.34
sp|P41245|MMP9_MOUSE,1GXD_A,2e-82,619.38,131.66,109.44,110.36
sp|P41251|NRAM1_MOUSE,6TL2_A,7.3e-31,239.04,153.83,42.36,148.47
sp|P41274|TNFL9_MOUSE,6MKZ_A,1.1e-19,139.27,95.31,28.27,91.63
sp|P41588|VIPR2_MOUSE,6NBH_R,9.3e-54,367.0,187.05,104.85,156.06
sp|P41778|PBX1_MOUSE,4EGC_A,7.2e-08,83.32,75.48,6.28,75.21
sp|P41971|ELK3_MOUSE,1HBX_H,8.2e-39,253.87,126.85,32.72,123.96
sp|P42128|FOXK1_MOUSE,6FEC_w,1e-18,183.03,132.83,16.63,131.90
sp|P42567|EPS15_MOUSE,4CID_A,1.4e-14,134.96,89.83,23.85,86.91
sp|P42580|NKX12_MOUSE,6YOV_K,9.7e-08,91.89,65.03,12.04,64.04
sp|P42582|NKX25_MOUSE,6YOV_K,9e-06,79.16,63.78,8.67,63.21
sp|P42703|LIFR_MOUSE,3L5H_A,3.1e-40,311.34,89.84,35.95,85.61
sp|P42859|HD_MOUSE,6X9O_A,0.0,6345.24,5488.77,856.47,5421.54
sp|P42925|PXMP2_MOUSE,3VEJ_B,61.0,22.45,nan,nan,nan
sp|P42932|TCPQ_MOUSE,6QB8_Q,3.5e-80,552.52,374.60,77.81,361.54
sp|P43021|NODAL_MOUSE,5FFO_D,9.2e-30,209.11,124.08,26.26,121.71
sp|P43024|CX6A1_MOUSE,2Y69_T,6.9e-30,168.34,151.44,8.96,151.18
sp|P43025|TETN_MOUSE,1HTN_A,2.8e-18,106.1,57.93,9.35,57.30
sp|P43136|NR2F6_MOUSE,7KW7_F,4.3e-43,341.81,130.99,56.08,120.25
sp|P43247|MSH2_MOUSE,3THX_A,4.2e-117,912.39,616.66,137.91,600.85
sp|P43252|PI2R_MOUSE,7CX2_R,1.1e-21,148.43,119.92,13.08,119.10
sp|P43407|SDC2_MOUSE,6ITH_A,1.4e-11,82.07,82.07,0.00,82.07
sp|P43488|TNFL4_MOUSE,2HEY_F,4.5e-44,285.65,269.81,22.40,268.84
sp|P43680|SOX18_MOUSE,6UPL_H,5e-06,80.3,58.39,8.49,57.82
sp|P43688|NKX26_MOUSE,6YOV_K,3.2e-05,74.61,60.17,0.96,60.16
sp|P45377|ALD2_MOUSE,3O3R_A,1e-45,280.72,213.79,21.50,212.75
sp|P45481|CBP_MOUSE,5XZC_A,1.9e-120,1006.31,158.53,181.92,116.75
sp|P45700|MA1A1_MOUSE,1NXC_A,7.7e-116,820.16,657.87,71.41,654.15
sp|P46414|CDN1B_MOUSE,5UQ3_C,5.1e-51,331.02,182.35,94.09,162.86
sp|P46460|NSF_MOUSE,6MDN_D,1.2e-155,1164.35,131.76,104.98,120.49
sp|P46660|AINX_MOUSE,3TNU_A,2.3e-15,100.12,69.83,14.10,68.50
sp|P46684|ZIC1_MOUSE,6QNX_C,6.1e-15,148.19,81.34,19.14,79.22
sp|P46735|MYO1B_MOUSE,7KOG_A,6.8e-127,1044.19,835.01,115.26,823.11
sp|P46978|STT3A_MOUSE,6S7T_A,1.5e-96,706.43,242.85,195.48,188.42
sp|P47226|TES_MOUSE,7AM2_Ax,5.3e-08,82.79,63.72,12.44,62.53
sp|P47750|TSHR_MOUSE,7FII_R,5e-62,449.23,160.37,32.29,157.81
sp|P47753|CAZA1_MOUSE,4AKR_C,3e-74,469.26,387.41,62.00,382.51
sp|P47774|CCR7_MOUSE,5T1A_A,4.6e-33,224.67,171.99,24.72,169.77
sp|P47801|EMP1_MOUSE,5B2G_C,3.7e-13,95.55,90.07,3.13,90.01
sp|P47806|GLI1_MOUSE,2GLI_A,2.4e-23,144.05,70.84,19.89,68.57
sp|P47856|GFPT1_MOUSE,7NDL_B,1.5e-80,587.07,165.03,95.79,143.49
sp|P47857|PFKAM_MOUSE,3OPY_A,2.4e-153,1234.38,619.98,331.59,540.21
sp|P47867|SCG3_MOUSE,5M4S_A,47.0,30.81,nan,nan,nan
sp|P47879|IBP4_MOUSE,2H7T_A,5.2e-10,75.77,67.31,6.78,66.96
sp|P47911|RL6_MOUSE,7O7Y_BE,4.7e-64,430.81,262.97,106.87,228.62
sp|P47915|RL29_MOUSE,6D90_b,1.8e-52,338.02,193.54,67.99,183.83
sp|P47941|CRKL_MOUSE,2LQN_A,3.7e-30,178.86,71.53,20.99,69.01
sp|P47955|RLA1_MOUSE,4V6X_Ct,6.6e-27,144.14,99.38,29.89,95.02
sp|P47964|RL36_MOUSE,6ZJ3_Lx,5.1e-47,248.25,226.33,14.63,225.82
sp|P48025|KSYK_MOUSE,4FL2_A,2.2e-110,768.55,193.91,50.13,190.74
sp|P48026|SAT1_MOUSE,2B5G_B,1.6e-22,121.62,70.88,8.22,70.44
sp|P48030|TGFA_MOUSE,5E8D_A,4.1e-09,66.27,50.60,9.12,49.82
sp|P48036|ANXA5_MOUSE,1M9I_A,2.4e-52,356.44,285.71,42.23,279.35
sp|P48168|GLRB_MOUSE,7KUY_E,2.1e-80,578.35,221.41,81.94,206.25
sp|P48193|EPB41_MOUSE,6D21_A,2.5e-58,406.35,198.89,61.77,189.95
sp|P48298|CCL11_MOUSE,6N2U_A,2.5e-14,83.29,71.48,5.86,71.23
sp|P48320|DCE2_MOUSE,3VP6_B,1.5e-59,416.96,103.41,61.83,94.26
sp|P48379|RFX2_MOUSE,1DP7_P,1.5e-08,66.15,66.15,0.00,66.15
sp|P48432|SOX2_MOUSE,6LTJ_Q,2e-08,91.02,60.04,10.39,59.22
sp|P48455|PP2BC_MOUSE,4OR9_A,3.9e-113,815.11,298.53,186.71,244.18
sp|P48725|PCNT_MOUSE,7DL2_D,0.18,66.47,nan,nan,nan
sp|P48744|NDP_MOUSE,5CL1_A,3.9e-13,96.16,72.92,12.48,71.89
sp|P48772|COX8B_MOUSE,2Y69_Z,1.7e-14,88.05,76.02,8.66,75.55
sp|P48774|GSTM5_MOUSE,4AKG_A,5.5e-15,147.85,90.45,13.09,89.58
sp|P48967|MPIP3_MOUSE,3OP3_A,5.8e-28,198.32,103.11,41.47,95.29
sp|P48985|ATOH1_MOUSE,4AYA_B,1.3e-09,79.95,67.06,9.34,66.41
sp|P49070|CAMLG_MOUSE,6SO5_E,1.6e-19,142.07,142.07,0.00,142.07
sp|P49312|ROA1_MOUSE,7PY2_C,6.8e-28,201.81,83.42,33.30,77.49
sp|P49650|P2RY1_MOUSE,4XNW_C,1.2e-39,248.19,172.85,23.78,170.87
sp|P49710|HCLS1_MOUSE,2H8H_A,1.5e-06,78.7,78.70,0.00,78.70
sp|P49722|PSA2_MOUSE,6TCZ_e,4.6e-38,255.01,138.49,31.21,134.99
sp|P49764|PLGF_MOUSE,1FZV_A,6.4e-19,124.83,103.38,8.45,103.04
sp|P49766|VEGFB_MOUSE,2VWE_A,1.9e-20,139.7,116.40,6.35,116.24
sp|P49772|FLT3L_MOUSE,7QWS_O,4.6e-68,483.38,402.80,80.59,394.65
sp|P49935|CATH_MOUSE,6CZS_A,7.7e-73,439.72,250.09,75.15,238.39
sp|P50114|S100B_MOUSE,6ZDY_A,1.1e-06,50.36,44.09,3.30,43.97
sp|P50136|ODBA_MOUSE,2BFF_A,6.1e-69,459.13,186.68,96.58,167.11
sp|P50153|GBG4_MOUSE,7RYC_D,1e-18,106.57,76.92,10.40,76.28
sp|P50171|DHB8_MOUSE,4V59_A,2e-25,228.32,141.96,17.18,141.04
sp|P50228|CXCL5_MOUSE,6N2U_A,4.7e-11,72.78,57.26,5.22,57.03
sp|P50283|CD7_MOUSE,5OR7_C,9.2e-09,72.31,58.09,6.29,57.75
sp|P50284|TNR3_MOUSE,3U3S_A,5.9e-18,154.34,100.99,22.56,98.48
sp|P50289|ASPX_MOUSE,6OB0_G,0.022,43.44,nan,nan,nan
sp|P50294|ARY1_MOUSE,2IJA_A,7.4e-47,298.23,242.53,18.89,241.87
sp|P50462|CSRP3_MOUSE,2JTN_A,1.2e-16,100.27,66.10,15.10,64.54
sp|P50592|TNF10_MOUSE,1DG6_A,8.1e-26,173.57,121.85,16.82,120.68
sp|P50636|RN19A_MOUSE,4KBL_A,5.7e-27,232.74,170.00,52.20,158.82
sp|P50705|DEFA7_MOUSE,1ZMQ_C,1.5e-05,43.62,nan,nan,nan
sp|P50708|DFA10_MOUSE,3QTE_B,0.00016,39.61,nan,nan,nan
sp|P50711|DFA13_MOUSE,1ZMQ_C,4.5e-05,41.8,nan,nan,nan
sp|P50712|DFA14_MOUSE,1ZMQ_C,2.3e-05,42.37,nan,nan,nan
sp|P50715|DFA31_MOUSE,5IJL_A,8.6,35.98,nan,nan,nan
sp|P50716|DAR12_MOUSE,6MRV_A,1.2,32.93,nan,nan,nan
sp|P50992|ATP4B_MOUSE,6JXJ_B,9e-57,373.83,281.54,105.35,239.93
sp|P51125|ICAL_MOUSE,3BOW_C,1.1e-16,137.01,119.26,17.75,117.93
sp|P51141|DVL1_MOUSE,3PZ8_E,1.7e-20,142.62,110.60,28.60,106.02
sp|P51150|RAB7A_MOUSE,1VG8_C,2.9e-38,195.88,129.21,12.94,128.56
sp|P51163|HEM4_MOUSE,1JR2_A,7e-27,179.77,135.55,28.49,131.55
sp|P51175|PPOX_MOUSE,3NKS_A,2.8e-61,401.75,121.28,40.27,116.02
sp|P51432|PLCB3_MOUSE,4GNK_D,4.6e-191,1581.65,599.97,445.96,410.35
sp|P51436|DRD4_MOUSE,5WIV_A,1.1e-40,264.28,195.30,33.52,191.69
sp|P51437|CAMP_MOUSE,1N5H_A,2.3e-10,70.9,66.03,3.39,65.94
sp|P51491|OPSB_MOUSE,5W0P_C,5.8e-33,248.8,191.42,28.14,188.73
sp|P51557|STAR_MOUSE,1EM2_A,1.4e-25,159.67,129.98,15.85,129.01
sp|P51667|MLRV_MOUSE,5T9R_G,4.7e-14,148.83,71.04,9.89,70.42
sp|P51675|CCR1_MOUSE,5T1A_A,4.5e-40,262.97,191.92,30.53,188.70
sp|P51676|CC1L1_MOUSE,5T1A_A,4.5e-35,234.5,182.04,26.78,179.47
sp|P51680|CCR4_MOUSE,5T1A_A,2.2e-41,270.94,196.59,35.03,192.26
sp|P51827|AFF3_MOUSE,6R80_A,3.6e-56,445.72,176.03,142.80,138.10
sp|P51881|ADT2_MOUSE,2C3E_A,5.3e-42,247.8,229.85,21.48,228.76
sp|P51910|APOD_MOUSE,4PSQ_A,6e-28,169.97,137.40,20.87,135.63
sp|P51912|AAAT_MOUSE,6MPB_A,1.8e-80,596.2,459.22,76.38,453.28
sp|P51954|NEK1_MOUSE,4B9D_B,7.4e-56,389.52,237.57,16.01,237.10
sp|P51960|MYBA_MOUSE,6ID1_L,1.2e-22,211.77,127.50,39.20,121.62
sp|P52019|ERG1_MOUSE,6C6R_A,1.2e-78,542.99,119.29,53.55,112.95
sp|P52194|CLGN_MOUSE,1JHN_A,2.2e-92,676.36,294.84,181.62,223.75
sp|P52430|PON1_MOUSE,6H0A_A,3.1e-41,269.42,225.06,44.37,220.64
sp|P52480|KPYM_MOUSE,6DU6_C,4.4e-114,820.08,586.71,182.15,518.99
sp|P52624|UPP1_MOUSE,3EUF_B,4.6e-51,341.37,92.04,54.53,83.19
sp|P52785|GUC2E_MOUSE,4KIK_B,4.5e-36,315.52,139.26,28.08,137.14
sp|P52787|IF_MOUSE,2PMV_D,4.7e-40,281.0,215.00,73.58,193.93
sp|P52825|CPT2_MOUSE,2DEB_A,6.2e-112,832.86,702.60,67.65,699.54
sp|P52912|TIA1_MOUSE,6N7R_F,1.7e-33,249.1,80.83,38.79,73.67
sp|P53026|RL10A_MOUSE,7O7Y_Bv,3.1e-32,200.21,163.42,29.96,160.15
sp|P53347|ONCM_MOUSE,1EVS_A,5.5e-18,134.14,94.39,18.06,92.95
sp|P53349|M3K1_MOUSE,6WHB_A,7.1e-38,317.16,216.63,13.94,216.20
sp|P53368|8ODP_MOUSE,3FK9_B,2.1e-19,120.17,66.77,9.71,66.18
sp|P53569|CEBPZ_MOUSE,6RXU_US,3.7e-46,379.62,290.46,66.60,282.89
sp|P53612|PGTB2_MOUSE,4YDO_B,7.2e-47,354.4,189.26,98.14,161.85
sp|P53668|LIMK1_MOUSE,3S95_A,4.2e-54,330.92,211.25,15.01,210.77
sp|P53690|MMP14_MOUSE,1GXD_A,3.4e-66,493.52,146.93,90.98,128.41
sp|P53784|SOX3_MOUSE,6LTJ_Q,1.6e-08,93.49,61.06,10.70,60.21
sp|P53798|FDFT_MOUSE,3VJ9_A,8.5e-34,243.09,168.80,51.89,160.96
sp|P53808|PPCT_MOUSE,1LN3_B,1.9e-29,168.12,128.06,17.93,126.90
sp|P53811|PIPNB_MOUSE,2A1L_A,5.8e-81,510.18,501.17,6.76,501.12
sp|P53986|MOT1_MOUSE,7CKO_A,1.9e-39,266.14,141.90,29.08,139.40
sp|P54071|IDHP_MOUSE,1ITW_D,1.8e-55,447.89,234.66,81.78,222.95
sp|P54099|DPOG1_MOUSE,3IKM_D,3.3e-230,1921.42,195.85,367.95,132.38
sp|P54103|DNJC2_MOUSE,5DJE_B,7.8e-27,196.59,96.00,43.17,88.91
sp|P54227|STMN1_MOUSE,6S9E_E,4.2e-39,247.15,190.26,30.13,187.92
sp|P54841|MAFB_MOUSE,2WT7_B,3.9e-17,115.55,98.97,11.14,98.33
sp|P54923|ADPRH_MOUSE,6IUX_A,1.1e-36,249.88,165.58,39.61,161.54
sp|P55002|MFAP2_MOUSE,2MD0_A,0.17,30.26,nan,nan,nan
sp|P55014|S12A1_MOUSE,7D10_A,1.4e-212,1757.29,313.24,416.41,194.61
sp|P55200|KMT2A_MOUSE,6UH5_M,5.3e-26,242.64,132.36,40.34,126.21
sp|P55264|ADK_MOUSE,5KB6_B,3.3e-40,257.52,128.94,34.44,124.46
sp|P55284|CADH5_MOUSE,1Q5C_B,1.2e-42,331.28,116.38,37.93,111.14
sp|P55772|ENTP1_MOUSE,3ZX3_B,4.7e-82,572.89,404.81,148.74,350.97
sp|P55849|DSC1_MOUSE,1Q5C_B,1.4e-40,321.53,106.97,40.28,100.97
sp|P56376|ACYP1_MOUSE,4G9I_D,3e-07,74.22,62.29,6.18,61.99
sp|P56387|DYLT3_MOUSE,5VKY_A,1.7e-23,143.17,124.61,6.69,124.44
sp|P56389|CDD_MOUSE,2D30_B,6.8e-32,185.85,115.55,42.94,106.13
sp|P56473|AGRP_MOUSE,1HYK_A,3.6e-15,94.42,84.27,7.97,83.89
sp|P56480|ATPB_MOUSE,1MAB_B,9.9e-78,540.63,399.34,78.87,390.37
sp|P56567|CYTA_MOUSE,6QB2_A,1.6e-24,147.02,73.89,25.29,70.29
sp|P56695|WFS1_MOUSE,6X9O_A,0.17,66.42,nan,nan,nan
sp|P56716|RP1_MOUSE,4ATU_I,2.3e-24,229.69,96.07,43.52,90.03
sp|P56726|SMO_MOUSE,6XBM_R,3.6e-99,733.19,168.34,167.26,122.29
sp|P56840|TCLB1_MOUSE,1JNP_B,2.9e-20,132.83,128.34,2.83,128.31
sp|P56842|TCLB3_MOUSE,1JNP_B,3.9e-23,148.42,141.01,6.45,140.87
sp|P56931|E2F2_MOUSE,5TUU_B,2.3e-19,133.94,115.08,16.53,113.86
sp|P56942|MCH_MOUSE,1DJ3_A,150.0,26.82,nan,nan,nan
sp|P57096|PSCA_MOUSE,6OB0_G,2e-11,82.53,68.77,6.68,68.44
sp|P57680|EVC_MOUSE,7NRC_A,39.0,42.1,nan,nan,nan
sp|P57724|PCBP4_MOUSE,3N89_B,2.2e-13,115.87,95.48,11.41,94.79
sp|P57748|MMP20_MOUSE,1GXD_A,4.1e-68,496.05,150.22,91.97,132.57
sp|P57757|CTNS_MOUSE,5XPD_A,1.2e-11,100.63,79.18,15.17,77.83
sp|P57759|ERP29_MOUSE,2C0G_B,1.9e-29,196.28,148.38,49.86,137.86
sp|P57776|EF1D_MOUSE,2N51_A,7.5e-27,180.5,115.10,34.87,109.03
sp|P57785|LFTY2_MOUSE,5FFO_D,4.7e-20,152.94,76.93,27.44,73.47
sp|P57791|FACE2_MOUSE,6U0O_A,1.8e-06,68.08,68.08,0.00,68.08
sp|P58022|LOXL2_MOUSE,5ZE3_B,2.6e-87,612.92,138.47,175.80,91.32
sp|P58196|PLS4_MOUSE,2Q4M_A,5.2e-09,80.13,80.13,0.00,80.13
sp|P58242|ASM3B_MOUSE,5KAS_A,2.7e-71,465.38,123.55,113.33,99.50
sp|P58283|RN216_MOUSE,7M4M_A,4.2e-44,304.08,159.42,40.99,154.48
sp|P58307|OX1R_MOUSE,6V9S_A,3.3e-54,371.34,210.10,35.53,206.44
sp|P58321|UCHL4_MOUSE,1XD3_A,7.3e-60,368.34,319.51,21.18,318.84
sp|P58404|STRN4_MOUSE,7K36_G,4.3e-111,847.21,144.07,55.94,140.80
sp|P58406|HRH3_MOUSE,5ZTY_A,1.1e-35,252.23,194.16,34.48,190.32
sp|P58463|FOXP2_MOUSE,4I1L_A,4.1e-32,228.06,119.06,23.22,117.43
sp|P58466|CTDS1_MOUSE,3EF1_A,1.9e-22,171.45,128.76,30.10,125.10
sp|P58468|SLX9_MOUSE,7OF0_s,80.0,28.93,nan,nan,nan
sp|P58500|M3KCL_MOUSE,6QLF_O,3.0,36.75,nan,nan,nan
sp|P58681|TLR7_MOUSE,7CYN_A,1.1e-98,736.57,186.26,92.85,171.94
sp|P58686|BBLN_MOUSE,1P9I_A,0.23,29.98,nan,nan,nan
sp|P58710|GGLO_MOUSE,7A24_z,1.3e-60,438.33,177.07,66.26,168.13
sp|P58735|S26A1_MOUSE,7CH1_B,1.4e-85,659.78,347.36,194.99,294.01
sp|P58750|PIM3_MOUSE,5TUR_A,9e-52,337.88,187.56,15.77,186.96
sp|P58774|TPM2_MOUSE,2B9C_B,1e-26,176.77,101.51,41.57,93.43
sp|P58929|GMEB2_MOUSE,1OQJ_B,2e-14,106.18,84.87,21.32,82.14
sp|P59222|SREC2_MOUSE,4XBM_B,8e-23,192.94,104.86,31.13,100.91
sp|P59242|CING_MOUSE,6Z47_G,1.3e-13,160.0,124.17,29.84,120.56
sp|P59268|ZDHC9_MOUSE,6BMS_D,4.1e-30,210.24,191.96,11.11,191.65
sp|P59270|B3GA2_MOUSE,3CU0_A,8.4e-61,411.56,365.98,35.12,364.24
sp|P59279|RAB2B_MOUSE,3CPJ_B,1.5e-27,161.6,126.82,13.44,126.09
sp|P59759|MRTFB_MOUSE,2YJF_M,2.2e-15,128.5,107.19,11.60,106.60
sp|P59913|PCMD1_MOUSE,1I1N_A,2.7e-12,97.12,67.76,9.91,67.10
sp|P59999|ARPC4_MOUSE,6W17_F,2.9e-67,387.44,311.16,62.28,305.19
sp|P60154|RNAS9_MOUSE,1H1H_A,7.3e-09,75.53,66.82,3.79,66.71
sp|P60191|RIMS4_MOUSE,7T7C_H,4e-07,86.14,60.25,14.54,58.66
sp|P60322|NANO2_MOUSE,3ALR_C,5.5e-23,147.63,146.00,1.63,145.99
sp|P60324|NANO3_MOUSE,3ALR_C,1.1e-20,140.59,135.45,5.14,135.35
sp|P60335|PCBP1_MOUSE,3N89_B,4.6e-15,124.08,98.37,11.28,97.74
sp|P60521|GBRL2_MOUSE,3W1Y_B,1e-33,190.09,165.60,16.07,164.75
sp|P60762|MO4L1_MOUSE,6INE_B,9.7e-39,253.22,115.16,64.85,101.37
sp|P60867|RS20_MOUSE,5XXU_U,2.1e-22,156.38,120.15,16.66,118.94
sp|P61022|CHP1_MOUSE,2CT9_A,2.1e-23,136.37,71.73,14.75,70.41
sp|P61027|RAB10_MOUSE,7LHW_A,3e-15,155.46,122.73,14.05,121.90
sp|P61148|FGF1_MOUSE,6L4O_B,2.3e-31,195.73,161.11,24.55,158.85
sp|P61166|TM258_MOUSE,6S7T_C,1.7e-21,116.76,114.83,1.93,114.81
sp|P61205|ARF3_MOUSE,5CK3_B,3.9e-26,180.58,99.81,14.17,98.89
sp|P61264|STX1B_MOUSE,2XHE_B,6.2e-34,217.57,112.10,55.40,100.31
sp|P61358|RL27_MOUSE,3J79_1,2.6e-48,283.34,130.68,83.70,107.28
sp|P61750|ARF4_MOUSE,5CK3_B,3.9e-24,169.17,93.79,13.97,92.82
sp|P61804|DAD1_MOUSE,6S7O_D,2.8e-45,254.41,250.99,3.42,250.96
sp|P61807|SNN_MOUSE,1ZZA_A,6.5e-60,323.65,323.65,0.00,323.65
sp|P61922|GABT_MOUSE,4ZSY_D,3.7e-48,322.44,111.60,46.31,103.66
sp|P61924|COPZ1_MOUSE,5NZV_S,3.9e-22,134.94,90.06,21.51,87.51
sp|P61953|GBG11_MOUSE,5KDO_G,1.4e-14,81.42,66.77,6.58,66.45
sp|P61957|SUMO2_MOUSE,4DA1_A,1.8e-19,121.79,75.90,30.38,69.55
sp|P62046|LRCH1_MOUSE,4PUF_A,8.7e-13,133.33,95.84,13.32,94.94
sp|P62069|UBP46_MOUSE,5L8H_A,4.4e-57,333.74,251.89,30.61,250.02
sp|P62080|TSN5_MOUSE,6WVG_B,1.8e-26,194.57,109.99,54.91,97.50
sp|P62257|UBE2H_MOUSE,6ZHU_H,2.4e-18,131.39,80.00,15.31,78.70
sp|P62259|1433E_MOUSE,4F7R_A,2.3e-60,361.33,334.60,12.49,334.37
sp|P62307|RUXF_MOUSE,4F7U_I,6.7e-14,76.0,61.61,8.16,61.02
sp|P62309|RUXG_MOUSE,5YZG_i,1.4e-10,81.88,60.95,7.90,60.44
sp|P62315|SMD1_MOUSE,7ABG_C,3e-22,131.29,62.36,18.66,60.19
